,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
1015,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,67,0,0,0,0,0,0,0,0,0
1016,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,38.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,38,3420,0,0,0,0,0,0,0,1,0
1017,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,8.0,8.0,1.01,5.0,0.0,0.0,1.0,2.0,1.0,0.13,0.0,0.0,0.0,1.0,13,6,716,1,0,1,0,0,0,0,0,0
1018,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,15.3,51.0,3.33,32.0,13.0,0.0,3.0,2.0,3.0,0.2,1.0,0.0,1.0,0.0,20,17,1377,2,2,2,0,0,6,0,0,0
1019,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,eng Premier League,19,8.3,26.0,3.14,16.0,0.0,4.0,1.0,0.0,6.0,0.72,2.0,2.0,0.0,0.0,20,5,746,2,2,2,0,0,4,0,0,0
1020,Luca Gemello,it ITA,GK,Torino,it Serie A,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1021,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,27,17.5,37.0,2.12,29.0,1.0,0.0,3.0,1.0,6.0,0.34,5.0,0.0,1.0,0.0,27,17,1574,1,3,1,0,0,2,0,0,0
1022,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,21.9,29.0,1.32,25.0,0.0,0.0,3.0,0.0,5.0,0.23,4.0,0.0,1.0,0.0,34,22,1970,4,3,4,0,0,3,0,0,1
1023,Gerson,br BRA,"MF,FW",Marseille,fr Ligue 1,24,28.3,81.0,2.87,59.0,0.0,3.0,8.0,2.0,12.0,0.42,8.0,0.0,2.0,0.0,35,29,2544,9,4,9,0,0,3,0,1,0
1024,Willem Geubbels,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,6.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,22,4,544,2,1,2,0,0,1,0,0,0
1025,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,5.5,12.0,2.17,11.0,0.0,0.0,1.0,0.0,3.0,0.54,3.0,0.0,0.0,0.0,10,7,498,2,2,2,0,0,2,0,0,1
1026,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0,1,1
1027,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,eng Premier League,26,4.3,11.0,2.56,8.0,1.0,1.0,0.0,0.0,2.0,0.47,2.0,0.0,0.0,0.0,9,4,386,1,1,0,1,1,2,0,0,0
1028,Anwar El Ghazi,nl NED,"FW,MF",Everton,eng Premier League,26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,0,0,0,0,0,0,0,0,0
1029,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1030,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,6.7,12.0,1.79,5.0,3.0,1.0,3.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,13,6,603,0,1,0,0,0,3,0,0,0
1031,Saman Ghoddos,ir IRN,"MF,DF",Brentford,eng Premier League,27,6.0,27.0,4.53,19.0,0.0,0.0,3.0,2.0,2.0,0.34,1.0,0.0,0.0,0.0,17,4,536,1,1,1,0,0,2,0,0,0
1032,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,3.7,13.0,3.5,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,332,0,0,0,0,0,1,0,1,0
1033,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,13.0,22.0,1.69,18.0,1.0,1.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,18,14,1169,0,1,0,0,0,2,0,0,0
1034,Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,eng Premier League,21,0.1,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0,0,0,0,0,1,0,0,0
1035,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,27.7,14.0,0.51,13.0,0.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,28,28,2494,0,0,0,0,0,5,1,0,0
1036,Niko Gießelmann,de GER,"DF,FW",Union Berlin,de Bundesliga,29,23.1,54.0,2.33,28.0,18.0,2.0,5.0,0.0,8.0,0.35,4.0,0.0,2.0,0.0,28,25,2083,3,6,3,0,0,3,0,0,0
1037,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,34.0,9.0,0.26,6.0,3.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,34,34,3060,0,0,0,0,0,0,0,0,0
1038,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,18.8,20.0,1.07,16.0,3.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,22,20,1688,0,2,0,0,0,7,0,0,0
1040,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,25,0,0,0,0,0,0,0,1,0
1041,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,20.6,55.0,2.67,30.0,23.0,0.0,2.0,0.0,2.0,0.1,1.0,0.0,0.0,0.0,24,21,1855,0,1,0,0,0,2,0,0,0
1042,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,de Bundesliga,30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,0,0,0,0,0,0,0,0,0
1043,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,26.2,50.0,1.91,41.0,1.0,0.0,5.0,1.0,3.0,0.11,2.0,0.0,1.0,0.0,28,27,2355,1,0,1,0,0,2,0,0,0
1044,Nicholas Gioacchini,us USA,"FW,MF",Montpellier,fr Ligue 1,21,5.5,14.0,2.53,8.0,0.0,2.0,0.0,0.0,4.0,0.72,2.0,1.0,0.0,0.0,28,3,497,0,2,0,0,0,0,0,0,0
1045,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,39,0,0,0,0,0,0,0,0,0
1046,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,18.0,7.0,0.39,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,18,1619,0,0,0,0,0,5,1,0,0
1047,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,29,35.0,27.0,0.77,21.0,0.0,0.0,5.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,36,36,3146,6,1,6,0,0,8,0,0,0
1048,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,21.0,55.0,2.61,33.0,0.0,2.0,15.0,2.0,6.0,0.28,4.0,0.0,2.0,0.0,29,22,1892,11,3,9,2,2,4,0,1,1
1049,Serge Gnabry,de GER,"FW,DF",Bayern Munich,de Bundesliga,26,24.3,111.0,4.57,85.0,4.0,5.0,10.0,3.0,16.0,0.66,11.0,3.0,1.0,0.0,34,25,2185,14,5,14,0,0,0,0,1,0
1050,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,22.5,32.0,1.42,25.0,2.0,1.0,2.0,2.0,2.0,0.09,1.0,0.0,1.0,0.0,23,23,2029,0,0,0,0,0,6,0,0,0
1051,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,9.1,8.0,0.88,6.0,0.0,0.0,1.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,11,9,818,0,1,0,0,0,3,0,0,0
1052,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,10.4,10.0,0.96,8.0,0.0,0.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,11,11,934,0,0,0,0,0,3,0,0,0
1053,Edoardo Goldaniga,it ITA,"DF,MF",Sassuolo,it Serie A,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
1054,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,25,16.7,68.0,4.08,41.0,21.0,2.0,2.0,0.0,8.0,0.48,6.0,0.0,0.0,0.0,27,17,1502,3,4,3,0,0,4,1,0,0
1055,André Gomes,pt POR,MF,Everton,eng Premier League,28,6.9,21.0,3.04,14.0,0.0,5.0,1.0,0.0,3.0,0.43,2.0,1.0,0.0,0.0,14,7,619,0,1,0,0,0,3,0,0,0
1056,Angel Gomes,eng ENG,"MF,FW",Lille,fr Ligue 1,20,10.6,28.0,2.64,23.0,1.0,1.0,0.0,0.0,3.0,0.28,2.0,1.0,0.0,0.0,24,12,954,1,1,1,0,0,3,0,0,0
1057,Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,360,0,0,0,0,0,1,0,0,0
1058,Dani Gómez,es ESP,FW,Levante,es La Liga,23,11.8,25.0,2.11,15.0,0.0,0.0,7.0,1.0,4.0,0.34,3.0,0.0,0.0,0.0,28,11,1063,4,2,4,0,0,1,0,0,1
1059,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,3.7,7.0,1.9,6.0,0.0,0.0,0.0,0.0,2.0,0.54,2.0,0.0,0.0,0.0,8,4,331,0,1,0,0,0,2,0,1,0
1060,Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,21.7,57.0,2.62,36.0,0.0,2.0,4.0,0.0,6.0,0.28,3.0,1.0,0.0,0.0,29,21,1956,5,1,5,0,0,7,1,0,1
1061,Moi Gómez,es ESP,"MF,FW",Villarreal,es La Liga,27,14.3,42.0,2.94,33.0,5.0,3.0,1.0,0.0,6.0,0.42,4.0,1.0,0.0,0.0,29,13,1286,2,2,2,0,0,2,0,0,0
1062,Papu Gómez,ar ARG,"FW,MF",Sevilla,es La Liga,33,19.8,59.0,2.97,38.0,6.0,5.0,2.0,2.0,9.0,0.45,4.0,2.0,1.0,1.0,29,19,1784,5,1,5,0,0,4,0,0,0
1063,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,29,30.2,16.0,0.53,16.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,31,31,2720,1,2,1,0,0,1,1,0,0
1064,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,25.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,25,2250,0,0,0,0,0,1,0,0,0
1066,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,32,17.2,32.0,1.86,27.0,0.0,1.0,1.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,25,20,1550,0,2,0,0,0,6,0,0,0
1067,Vagner Gonçalves,cv CPV,FW,Metz,fr Ligue 1,25,1.0,5.0,5.23,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,86,0,0,0,0,0,1,0,0,1
1068,Cedric Gondo,ci CIV,FW,Salernitana,it Serie A,24,7.8,23.0,2.96,18.0,0.0,0.0,1.0,0.0,2.0,0.26,0.0,0.0,0.0,0.0,14,10,699,1,0,1,0,0,1,0,0,1
1069,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,451,0,0,0,0,0,1,0,1,0
1070,Diego González,es ESP,DF,Elche,es La Liga,26,19.9,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,19,1793,0,0,0,0,0,3,1,0,0
1071,Édgar González,es ESP,DF,Betis,es La Liga,24,16.3,8.0,0.49,7.0,0.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0,1.0,0.0,21,14,1464,1,1,1,0,0,6,0,0,0
1072,Giovanni González,uy URU,DF,Mallorca,es La Liga,26,4.1,7.0,1.72,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,365,1,0,1,0,0,1,0,0,0
1073,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,23,26.2,95.0,3.63,58.0,2.0,7.0,10.0,1.0,14.0,0.53,6.0,1.0,1.0,1.0,33,26,2357,7,6,4,3,3,4,1,0,1
1074,Nicolás González,es ESP,MF,Barcelona,es La Liga,19,12.4,37.0,2.99,28.0,0.0,5.0,2.0,2.0,4.0,0.32,3.0,1.0,0.0,0.0,27,12,1114,2,1,2,0,0,6,0,1,0
1075,Peter González,do DOM,"MF,DF",Real Madrid,es La Liga,19,0.3,5.0,16.67,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,27,0,0,0,0,0,0,0,1,0
1076,Roberto González,es ESP,"FW,MF",Betis,es La Liga,20,1.5,1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,135,0,0,0,0,0,0,0,0,0
1077,Charlie Goode,eng ENG,DF,Brentford,eng Premier League,25,5.0,12.0,2.4,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,450,0,0,0,0,0,3,0,0,0
1078,Anthony Gordon,eng ENG,"MF,FW",Everton,eng Premier League,20,25.4,77.0,3.03,38.0,14.0,7.0,3.0,2.0,5.0,0.2,1.0,0.0,0.0,0.0,35,25,2285,4,2,4,0,0,4,0,0,0
1079,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0,0,0,0,0,0,0,1,1
1080,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26,15.5,68.0,4.38,57.0,1.0,1.0,6.0,0.0,9.0,0.58,8.0,0.0,0.0,0.0,19,19,1396,3,3,3,0,0,0,0,1,0
1081,Gori,es ESP,MF,Espanyol,es La Liga,19,0.1,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0,0,0,0,0,1,0,0,0
1082,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,25.4,50.0,1.97,40.0,4.0,2.0,2.0,0.0,4.0,0.16,4.0,0.0,0.0,0.0,32,25,2289,0,4,0,0,0,4,0,0,0
1083,Robin Gosens,de GER,DF,Atalanta,it Serie A,27,5.1,12.0,2.35,8.0,0.0,0.0,2.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,6,5,460,1,0,1,0,0,2,0,0,0
1084,Robin Gosens,de GER,DF,Inter,it Serie A,27,1.9,6.0,3.21,5.0,0.0,0.0,1.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,7,0,169,0,1,0,0,0,1,0,1,0
1085,Dan Gosling,eng ENG,MF,Watford,eng Premier League,31,1.8,2.0,1.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,166,1,0,1,0,0,0,0,0,0
1086,Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,21,30.6,132.0,4.31,75.0,19.0,21.0,9.0,1.0,17.0,0.56,14.0,2.0,0.0,0.0,38,32,2754,10,9,7,3,5,3,0,0,0
1087,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,20.0,28.0,1.4,24.0,0.0,3.0,1.0,0.0,1.0,0.05,0.0,0.0,1.0,0.0,31,20,1804,1,0,1,0,0,7,0,0,0
1088,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,30,28.6,26.0,0.91,22.0,2.0,0.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,29,29,2576,2,0,1,1,1,9,0,0,0
1089,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,34.1,40.0,1.17,38.0,0.0,0.0,1.0,1.0,5.0,0.15,5.0,0.0,0.0,0.0,35,35,3067,0,0,0,0,0,7,0,0,0
1090,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1092,Alberto Grassi,it ITA,MF,Cagliari,it Serie A,26,24.2,41.0,1.7,29.0,2.0,0.0,4.0,2.0,3.0,0.12,2.0,0.0,1.0,0.0,30,26,2174,0,1,0,0,0,6,1,0,0
1093,Jaume Grau,es ESP,MF,Osasuna,es La Liga,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,0,0
1094,Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,23,23.7,22.0,0.93,15.0,4.0,1.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,26,24,2135,0,0,0,0,0,9,2,0,0
1095,Demarai Gray,eng ENG,"MF,FW",Everton,eng Premier League,25,26.0,88.0,3.39,50.0,15.0,11.0,7.0,0.0,5.0,0.19,3.0,0.0,1.0,0.0,34,28,2338,5,4,5,0,0,3,0,0,0
1096,Adrian Grbić,at AUT,"FW,MF",Lorient,fr Ligue 1,24,5.8,7.0,1.22,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,518,1,0,1,0,0,0,0,0,0
1097,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,21.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21,1890,0,0,0,0,0,3,0,0,0
1098,Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,21.3,119.0,5.6,98.0,1.0,4.0,5.0,1.0,6.0,0.28,6.0,0.0,0.0,0.0,26,22,1914,3,3,3,0,0,3,0,1,1
1099,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,13.3,3.0,0.23,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,1197,0,0,0,0,0,1,1,0,0
1100,Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,11.7,30.0,2.56,18.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,12,1054,0,0,0,0,0,2,0,0,0
1101,Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,eng Premier League,19,14.1,52.0,3.68,42.0,0.0,6.0,2.0,0.0,7.0,0.5,6.0,0.0,1.0,0.0,18,16,1271,5,1,5,0,0,1,0,1,0
1102,Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,19,2.6,5.0,1.91,3.0,0.0,0.0,1.0,1.0,1.0,0.38,1.0,0.0,0.0,0.0,7,1,237,0,2,0,0,0,0,0,0,0
1103,Michael Gregoritsch,at AUT,"FW,MF",Augsburg,de Bundesliga,27,15.5,20.0,1.29,16.0,0.0,1.0,2.0,0.0,1.0,0.06,0.0,0.0,1.0,0.0,25,15,1392,9,0,8,1,1,3,0,0,0
1104,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1105,Clément Grenier,fr FRA,MF,Mallorca,es La Liga,30,0.7,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,60,1,0,1,0,0,1,0,0,0
1106,Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,de Bundesliga,30,27.1,8.0,0.3,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,28,2439,1,0,1,0,0,7,0,0,0
1107,Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0,0,0,0,0,0,0,0,0
1108,Antoine Griezmann,fr FRA,FW,Barcelona,es La Liga,30,2.9,5.0,1.71,5.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,3,3,263,0,0,0,0,0,0,0,1,1
1109,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,30,18.8,49.0,2.6,36.0,8.0,1.0,1.0,1.0,10.0,0.53,8.0,1.0,0.0,1.0,26,21,1695,3,4,3,0,0,3,0,1,0
1110,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,28,30.8,141.0,4.57,79.0,45.0,3.0,10.0,0.0,21.0,0.68,13.0,0.0,0.0,0.0,34,33,2775,9,7,4,5,6,0,0,0,0
1111,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1112,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,de Bundesliga,25,16.6,38.0,2.29,33.0,1.0,2.0,1.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,18,16,1496,0,0,0,0,0,7,0,0,0
1113,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,30,22.6,99.0,4.37,55.0,37.0,2.0,5.0,0.0,7.0,0.31,2.0,1.0,1.0,0.0,29,24,2038,2,4,2,0,1,1,0,0,0
1114,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,26,10.8,16.0,1.48,15.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,17,9,970,0,0,0,0,0,7,0,0,0
1115,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,29.5,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30,2655,0,0,0,0,0,2,0,0,0
1116,Andrés Guardado,mx MEX,MF,Betis,es La Liga,34,15.5,33.0,2.13,30.0,0.0,0.0,2.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,28,17,1393,0,1,0,0,0,4,0,0,0
1118,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,30,19.0,40.0,2.11,25.0,1.0,4.0,5.0,1.0,6.0,0.32,3.0,0.0,1.0,1.0,32,20,1710,8,2,7,1,1,3,0,0,1
1119,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,29,11.6,8.0,0.69,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,9,1046,0,0,0,0,0,5,0,0,0
1120,Gabriel Gudmundsson,se SWE,"DF,MF",Lille,fr Ligue 1,22,14.9,27.0,1.81,19.0,1.0,4.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,30,15,1344,1,0,1,0,0,3,0,0,0
1121,Noah Guede-Nadje,fr FRA,MF,Angers,fr Ligue 1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,0,0
1122,Gonçalo Guedes,pt POR,"FW,MF",Valencia,es La Liga,24,29.0,104.0,3.59,60.0,13.0,13.0,6.0,0.0,19.0,0.66,10.0,4.0,1.0,0.0,36,30,2606,11,6,10,1,2,3,0,0,0
1123,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,21,35.8,25.0,0.7,20.0,0.0,1.0,2.0,0.0,3.0,0.08,1.0,0.0,1.0,0.0,36,36,3222,2,1,2,0,0,4,0,0,0
1124,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,22,35.0,111.0,3.17,85.0,3.0,9.0,6.0,1.0,12.0,0.34,10.0,0.0,0.0,0.0,38,35,3152,4,6,4,0,0,6,0,1,0
1125,Yanis Guermouche,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,11,0,0,0,0,0,0,0,0,0
1126,Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,27,19.9,59.0,2.96,40.0,13.0,2.0,4.0,0.0,11.0,0.55,9.0,0.0,2.0,0.0,23,21,1795,4,2,3,1,1,1,0,1,0
1127,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,20,4.9,14.0,2.86,5.0,0.0,4.0,1.0,1.0,3.0,0.61,2.0,0.0,0.0,0.0,20,2,438,1,2,1,0,0,3,0,0,1
1128,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,24,9.6,15.0,1.55,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,11,867,0,0,0,0,0,2,0,0,0
1129,Lamine Gueye,sn SEN,"FW,MF",Metz,fr Ligue 1,23,6.2,22.0,3.57,13.0,6.0,2.0,0.0,0.0,4.0,0.65,2.0,0.0,0.0,0.0,14,7,555,0,3,0,0,0,0,0,0,0
1130,Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,22,17.0,29.0,1.71,21.0,0.0,0.0,4.0,2.0,2.0,0.12,1.0,0.0,1.0,0.0,28,17,1528,0,1,0,0,0,7,0,1,0
1131,John Guidetti,se SWE,"FW,MF",Alavés,es La Liga,29,3.1,11.0,3.55,5.0,0.0,2.0,1.0,1.0,2.0,0.65,1.0,0.0,0.0,0.0,10,2,279,0,0,0,0,0,2,0,0,0
1132,Josuha Guilavogui,fr FRA,"MF,DF",Bordeaux,fr Ligue 1,30,14.8,31.0,2.1,27.0,0.0,0.0,1.0,3.0,4.0,0.27,4.0,0.0,0.0,0.0,15,15,1331,1,1,1,0,0,4,0,0,0
1133,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,de Bundesliga,30,10.5,14.0,1.34,10.0,0.0,1.0,2.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,15,10,942,0,0,0,0,0,4,0,0,0
1134,Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,26,28.0,93.0,3.33,50.0,34.0,5.0,1.0,1.0,6.0,0.21,3.0,0.0,0.0,0.0,33,28,2516,0,4,0,0,0,4,0,0,0
1135,Hugo Guillamón,es ESP,"MF,DF",Valencia,es La Liga,21,26.2,32.0,1.22,27.0,0.0,1.0,1.0,1.0,4.0,0.15,4.0,0.0,0.0,0.0,31,28,2361,1,0,1,0,0,11,2,0,0
